OID_,SITEADDID,ADDPTKEY,PREADDRNUM,ADDRNUM,ADDRNUMSUF,UNITTYPE,UNITID,STREET_PREMOD,STREET_PREFIX,STREET_PRE_TYPE,STREET_NAME,STREET_TYPE,STREET_SUFFIX,FULLNAME,FULLADDR,PLACENAME,FIPS,MUNICIPALITY,ESN,PSAP,MSAG_COMMUNITY,USNGCOORD,LAT,LONG,ADDRCLASS,POINTTYPE,CAPTUREMETH,STATUS,LASTUPDATE,PO_NAME,STATE,ZIP_5
3419491,51157000006536.000000000000000,110274289350,,888,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,888 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4089376063,38.600399590000052,-78.233796956999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419492,51157000006537.000000000000000,110017292130,,1265,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1265 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4059078839,38.625474460000078,-78.236310625999977,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419493,51157000006538.000000000000000,109924288751,,75,,,,,,,RED FOX LANE,,,RED FOX LANE,75 RED FOX LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4055375457,38.595043563000040,-78.237903099999983,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419494,51157000006539.000000000000000,109708288261,,146,,,,,,,RED FOX LANE,,,RED FOX LANE,146 RED FOX LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4034574964,38.590653904000078,-78.240464122999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419495,51157000006540.000000000000000,110288284679,,11,,,,,,,NIGHTHAWK LANE,,,NIGHTHAWK LANE,11 NIGHTHAWK LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4098471390,38.558309501000053,-78.234366617999967,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419516,51157000006555.000000000000000,112244290768,,293,,,,,,,YANCEY ROAD,,,YANCEY ROAD,293 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4284177514,38.612932213000079,-78.210951221999949,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419517,51157000006556.000000000000000,111368291156,,202,,,,,,,YANCEY ROAD,,,YANCEY ROAD,202 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4195877888,38.616535814000031,-78.220945455999981,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419519,51157000006558.000000000000000,110268291910,,37,,,,,,,YANCEY ROAD,,,YANCEY ROAD,37 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4084678623,38.623459882000070,-78.233455578999951,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419520,51157000006559.000000000000000,111789291017,,274,,,,,,,YANCEY ROAD,,,YANCEY ROAD,274 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4238177755,38.615226788000030,-78.216136220999942,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419521,51157000006560.000000000000000,110515291683,,40,,,,,,,YANCEY ROAD,,,YANCEY ROAD,40 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4109678400,38.621386756000049,-78.230657690999976,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419522,51157000006561.000000000000000,112707290575,,383,,,,,,,YANCEY ROAD,,,YANCEY ROAD,383 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4330777328,38.611132480000038,-78.205660576999946,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419523,51157000006562.000000000000000,112275290548,,340,,,,,,,YANCEY ROAD,,,YANCEY ROAD,340 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4287577294,38.610941122000042,-78.210632765999947,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419524,51157000006563.000000000000000,110600291799,,47,,,,,,,YANCEY ROAD,,,YANCEY ROAD,47 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4118078518,38.622422428000050,-78.229658032999964,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419526,51157000006565.000000000000000,112028291264,,263,,,,,,,YANCEY ROAD,,,YANCEY ROAD,263 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4261678006,38.617422807000018,-78.213351452999973,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419527,51157000006566.000000000000000,111397291512,,178,,,,,,,YANCEY ROAD,,,YANCEY ROAD,178 YANCEY ROAD,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4198178244,38.619735682000048,-78.220555869999941,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419529,51157000006568.000000000000000,112897291087,,38,,,,,,,STONEHAVEN LANE,,,STONEHAVEN LANE,38 STONEHAVEN LANE,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4348977844,38.615721781000040,-78.203394191999962,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419530,51157000006569.000000000000000,112608291387,,110,,,,,,,STONEHAVEN LANE,,,STONEHAVEN LANE,110 STONEHAVEN LANE,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4319578138,38.618455283000060,-78.206670867999946,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419531,51157000006570.000000000000000,111031292194,,9,,,,,,,PRINCESS TREE LANE,,,PRINCESS TREE LANE,9 PRINCESS TREE LANE,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4160478920,38.625923382000053,-78.224655306999978,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419532,51157000006571.000000000000000,111163292181,,40,,,,,,,PRINCESS TREE LANE,,,PRINCESS TREE LANE,40 PRINCESS TREE LANE,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4173678909,38.625792930000038,-78.223136300999954,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419533,51157000006572.000000000000000,108635289344,,217,,,,,,,ROLLING ROAD,,,ROLLING ROAD,217 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3925476030,38.600544418000020,-78.252610670999957,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419534,51157000006573.000000000000000,107123288571,,437,,,,,,,ROLLING ROAD,,,ROLLING ROAD,437 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3775475232,38.593766979000058,-78.270086488999937,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419535,51157000006574.000000000000000,107305288529,,431,,,,,,,ROLLING ROAD,,,ROLLING ROAD,431 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3793775192,38.593362516000070,-78.268001260999938,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419536,51157000006575.000000000000000,108950290572,,82,,,,,,,ROLLING ROAD,,,ROLLING ROAD,82 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3954977263,38.611566224000050,-78.248805120999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419537,51157000006576.000000000000000,107922289409,,290,,,,,,,ROLLING ROAD,,,ROLLING ROAD,290 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3853976083,38.601213664000049,-78.260787781999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419538,51157000006577.000000000000000,106755288266,,509,,,,,,,ROLLING ROAD,,,ROLLING ROAD,509 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3739174920,38.591055121000068,-78.274353968999947,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419539,51157000006578.000000000000000,108851289858,,152,,,,,,,ROLLING ROAD,,,ROLLING ROAD,152 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3946276548,38.605151937000073,-78.250049407999938,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419540,51157000006579.000000000000000,108970289864,,146,,,,,,,ROLLING ROAD,,,ROLLING ROAD,146 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3958176555,38.605188917000078,-78.248680243999956,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419541,51157000006580.000000000000000,106821288370,,497,,,,,,,ROLLING ROAD,,,ROLLING ROAD,497 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3745575026,38.591991627000020,-78.273585314999934,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419542,51157000006581.000000000000000,106885288515,,462,,,,,,,ROLLING ROAD,,,ROLLING ROAD,462 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3751775172,38.593289524000049,-78.272825175999969,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419543,51157000006582.000000000000000,107242288989,,410,,,,,,,ROLLING ROAD,,,ROLLING ROAD,410 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3786675651,38.597513656000039,-78.268661881999947,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419544,51157000006583.000000000000000,108963290151,,114,,,,,,,ROLLING ROAD,,,ROLLING ROAD,114 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3956976843,38.607779585000060,-78.248715656999934,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419545,51157000006584.000000000000000,108963289969,,124,,,,,,,ROLLING ROAD,,,ROLLING ROAD,124 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3957276661,38.606139426000020,-78.248747748999961,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419546,51157000006585.000000000000000,107252288876,,416,,,,,,,ROLLING ROAD,,,ROLLING ROAD,416 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3787875539,38.596494294000017,-78.268558547999987,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419547,51157000006586.000000000000000,109204289707,,149,,,,,,,ROLLING ROAD,,,ROLLING ROAD,149 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3981876402,38.603744894000037,-78.246015925999984,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419548,51157000006587.000000000000000,108759289602,,191,,,,,,,ROLLING ROAD,,,ROLLING ROAD,191 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3937476290,38.602857393000079,-78.251144978999946,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419549,51157000008501.000000000000000,107840288081,,74,,,,,,,BRIAR RIDGE LANE,,,BRIAR RIDGE LANE,74 BRIAR RIDGE LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3847974753,38.589257926000073,-78.261933255999963,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419550,51157000006589.000000000000000,108749287863,,267,,,,,,,STAYMAN LANE,,,STAYMAN LANE,267 STAYMAN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3939274549,38.587183710000033,-78.251535135999973,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419551,51157000006590.000000000000000,108892288100,,312,,,,,,,STAYMAN LANE,,,STAYMAN LANE,312 STAYMAN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3953274789,38.589303735000037,-78.249847626999951,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419552,51157000006591.000000000000000,110101287653,,36,,,,,,,STAYMAN LANE,,,STAYMAN LANE,36 STAYMAN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4074974362,38.585133944000063,-78.236039419999940,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419553,51157000006592.000000000000000,110801288554,,53,,,,,,,COPPERHEAD LANE,,,COPPERHEAD LANE,53 COPPERHEAD LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4143475275,38.593162663000037,-78.227869960999953,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419554,51157000006593.000000000000000,110606288333,,4,,,,,,,COPPERHEAD LANE,,,COPPERHEAD LANE,4 COPPERHEAD LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4124375051,38.591194290000033,-78.230136982999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419555,51157000006594.000000000000000,109381285035,,135,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,135 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4007171732,38.561634816000030,-78.244716622999988,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419556,51157000006595.000000000000000,109373284440,,133,A,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,133A SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4007371136,38.556271218000063,-78.244902106999973,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419557,51157000006596.000000000000000,108493284329,,5,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,5 SHARP ROCK ROAD,Sharp Rock Vineyards,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3919571011,38.555381553000068,-78.255009597999958,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419558,51157000006597.000000000000000,108605284083,,22,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,22 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3931070766,38.553148424000028,-78.253768148999939,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419559,51157000006598.000000000000000,109441284683,,183,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,183 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4013671380,38.558449656000050,-78.244087817999969,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419560,51157000006599.000000000000000,108771284734,,51,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,51 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3946671420,38.558992041000060,-78.251763033999964,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419561,51157000006600.000000000000000,108388285398,,31,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,31 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3907272077,38.565018347000027,-78.256054857999970,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419562,51157000006601.000000000000000,109775284243,,191,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,191 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4047870946,38.554450475000060,-78.240317573999960,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419563,51157000006602.000000000000000,108728284339,,39,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,39 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3943071024,38.555443519000050,-78.252313182999956,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419564,51157000006603.000000000000000,109790284003,,192,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,192 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4049770705,38.552279173000038,-78.240183318999982,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419565,51157000006604.000000000000000,110077284063,,5,,,,,,,TROTTER LANE,,,TROTTER LANE,5 TROTTER LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4078370770,38.552784388000070,-78.236883717999945,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419566,51157000006605.000000000000000,110107284042,,9,,,,,,,TROTTER LANE,,,TROTTER LANE,9 TROTTER LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4081470750,38.552594866000049,-78.236538892999988,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419567,51157000006606.000000000000000,110044284054,,4,,,,,,,TROTTER LANE,,,TROTTER LANE,4 TROTTER LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4075170761,38.552714126000069,-78.237261288999946,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419568,51157000006607.000000000000000,111003283936,,8,,,,,,,KING DAVID LANE,,,KING DAVID LANE,8 KING DAVID LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4171270658,38.551526918000029,-78.226274277999948,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419569,51157000006608.000000000000000,111049284235,,50,,,,,,,KING DAVID LANE,,,KING DAVID LANE,50 KING DAVID LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4175370958,38.554217439000070,-78.225707441999987,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419571,51157000006610.000000000000000,109418283503,,17,,,,,,,PEOLA MILLS ROAD,,,PEOLA MILLS ROAD,17 PEOLA MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4013370199,38.547827097000038,-78.244528399999979,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419572,51157000006611.000000000000000,109554283487,,31,,,,,,,PEOLA MILLS ROAD,,,PEOLA MILLS ROAD,31 PEOLA MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4027070185,38.547662500000058,-78.242973553999946,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419573,51157000006612.000000000000000,109360283507,,9,,,,,,,PEOLA MILLS ROAD,,,PEOLA MILLS ROAD,9 PEOLA MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4007570202,38.547866708000072,-78.245193534999942,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419595,51157000006634.000000000000000,112123287718,,105,,,,,,,HAWTHORN LANE,,,HAWTHORN LANE,105 HAWTHORN LANE,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4277074460,38.585466400000030,-78.212823077999985,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419596,51157000006635.000000000000000,111785287505,,32,,,,,,,HAWTHORN LANE,,,HAWTHORN LANE,32 HAWTHORN LANE,,51157,Rappahannock County,2321,7189,WOODVILLE,17SQC4243674241,38.583585468000017,-78.216737311999964,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419597,51157000006636.000000000000000,111346288244,,94,,,,,,,RAG VIEW LANE,,,RAG VIEW LANE,94 RAG VIEW LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4198474973,38.590296652000063,-78.221663253999964,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419598,51157000006637.000000000000000,111398287938,,5,,,,,,,RAG VIEW LANE,,,RAG VIEW LANE,5 RAG VIEW LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4204174668,38.587537017000038,-78.221114146999980,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419600,51157000006639.000000000000000,111072283515,,3131,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3131 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4178870238,38.547724989000073,-78.225548355999933,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419601,51157000006640.000000000000000,111073283401,,3143,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3143 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4179070124,38.546697215000052,-78.225563557999976,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419602,51157000006641.000000000000000,110767284515,,3071,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3071 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4146671234,38.556776831000029,-78.228892890999987,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419604,51157000006643.000000000000000,110762283997,,3039,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3039 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4147070715,38.552109076000079,-78.229032753999945,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419605,51157000006644.000000000000000,110416283766,,3014,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3014 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4112870479,38.550071862000038,-78.233034429999975,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419607,51157000006646.000000000000000,110598284028,,3035,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3035 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4130570743,38.552405627000041,-78.230914053999982,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419608,51157000006647.000000000000000,110698284251,,3031,,,,,,,SLATE MILLS ROAD,,,SLATE MILLS ROAD,3031 SLATE MILLS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4140270969,38.554409356000058,-78.229724387999966,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419632,51157000006671.000000000000000,108949290311,,90,,,,,,,ROLLING ROAD,,,ROLLING ROAD,90 ROLLING ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3955277002,38.609222022000040,-78.248856896999939,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419635,51157000006674.000000000000000,109124286949,,71,,,,,,,STAYMAN LANE,,,STAYMAN LANE,71 STAYMAN LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3978273642,38.578910315000030,-78.247373033999963,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419636,51157000006675.000000000000000,109221284257,,133,,,,,,,SHARP ROCK ROAD,,,SHARP ROCK ROAD,133 SHARP ROCK ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3992470950,38.554642294000068,-78.246674553999981,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419637,51157000006676.000000000000000,108423284498,,308,,,,,,,NETHERS ROAD,,,NETHERS ROAD,308 NETHERS ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC3912171178,38.556911696000043,-78.255797456999971,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419647,51157000006686.000000000000000,113272285494,,461,,,,,,,QUAINTANCE ROAD,,,QUAINTANCE ROAD,461 QUAINTANCE ROAD,,51157,Rappahannock County,2325,7189,WOODVILLE,17SQC4395672254,38.565280756000050,-78.199997208999946,,,,,2/10/2025 0:00:00,WOODVILLE,VA,22749
3419844,51157000006884.000000000000000,109779292191,,47,,,,,,,BRONSON LANE,,,BRONSON LANE,47 BRONSON LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4035278897,38.626056145000057,-78.239027779999958,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419845,51157000006885.000000000000000,109863292223,,37,,,,,,,BRONSON LANE,,,BRONSON LANE,37 BRONSON LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4043578930,38.626329612000063,-78.238060656999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419846,51157000006886.000000000000000,109773292047,,51,,,,,,,BRONSON LANE,,,BRONSON LANE,51 BRONSON LANE,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4034878752,38.624754418000059,-78.239124626999967,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419847,51157000006887.000000000000000,110288292866,,1370,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1370 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4085079581,38.632077811000038,-78.233078151999962,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419848,51157000006888.000000000000000,110206293185,,1415,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1415 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4076379898,38.634959812000027,-78.233964986999979,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419849,51157000006889.000000000000000,110336293294,,1429,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1429 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4089080009,38.635922029000028,-78.232465120999962,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419850,51157000006890.000000000000000,110463293464,,1455,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1455 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4101580182,38.637443305000033,-78.230973180999968,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3419851,51157000006891.000000000000000,110487293482,,1461,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1461 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4103980200,38.637601975000052,-78.230694716999949,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420139,51157000007150.000000000000000,110565292931,,1398,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1398 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4112579650,38.632624688000078,-78.229888045999985,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
3420140,51157000007151.000000000000000,110207292161,,1258,,,,,,,F T VALLEY ROAD,,,F T VALLEY ROAD,1258 F T VALLEY ROAD,,51157,Rappahannock County,2321,7189,SPERRYVILLE,17SQC4078178874,38.625731776000059,-78.234115473999964,,,,,2/10/2025 0:00:00,SPERRYVILLE,VA,22740
